"0",0000000.00
"1",0000000.00
"10",0000000.00
"100",0000002.00
"1000",0000000.00
"10000",0000000.00
"10001",0006553.00
"10002",0005257.00
"10003",0004544.00
"10004",0000000.00
"10005",0000236.00
"10006",0000548.00
"10007",0000000.00
"10008",0000000.00
"10009",0000000.00
"1001",0000000.00
"10010",0000000.00
"10011",0000000.00
"10012",0000000.00
"10013",0000000.00
"10014",0000000.00
"10015",0000000.00
"10016",0000000.00
"10017",0000000.00
"10018",0000000.00
"10019",0000000.00
"1002",0000000.00
"10020",0000000.00
"10021",0000000.00
"10022",0000000.00
"10023",0000000.00
"10024",0000000.00
"10025",0000000.00
"10026",0000000.00
"10027",0000000.00
"10028",0000000.00
"10029",0000000.00
"1003",0000000.00
"10030",0000000.00
"10031",0000000.00
"10032",0000000.00
"10033",0000000.00
"10034",0000000.00
"10035",0000000.00
"10036",0000000.00
"10037",0000000.00
"10038",0000000.00
"10039",0000000.00
"1004",0000002.00
"10040",0000000.00
"10041",0000000.00
"10042",0000000.00
"10043",0000000.00
"10044",0000000.00
"10045",0000000.00
"10046",0000000.00
"10047",0000046.00
"10048",0000021.00
"10049",0000000.00
"1005",0000000.00
"10050",0000000.00
"10051",0000000.00
"10052",0000000.00
"10053",0000000.00
"10054",0000083.00
"10055",0000000.00
"10056",0000000.00
"10057",0000000.00
"10058",0000001.00
"10059",0000000.00
"1006",0000000.00
"10060",0000000.00
"10061",0000000.00
"10062",0000000.00
"10063",0000002.00
"10064",0000000.00
"10065",0000000.00
"10066",0000000.00
"10067",0000000.00
"10068",0000000.00
"10069",0000038.00
"1007",0000000.00
"10070",0000000.00
"10071",0000000.00
"10072",0000000.00
"10073",0000000.00
"10074",0000000.00
"10075",0000002.00
"10076",0000001.00
"10077",0000030.00
"10078",0000045.00
"10079",0002422.00
"1008",0000000.00
"10080",0002135.00
"1009",0000000.00
"101",0000000.00
"1010",0000001.00
"1011",0000000.00
"1012",0000003.00
"1013",0000000.00
"1014",0000000.00
"1015",0000000.00
"1016",0000000.00
"1017",0000000.00
"1018",0000000.00
"1019",0000000.00
"102",0000000.00
"1020",0000000.00
"1021",0000000.00
"1022",0000000.00
"1023",0000000.00
"1024",0000000.00
"1025",0000000.00
"1026",0000000.00
"1027",0000000.00
"1028",0000000.00
"1029",0000000.00
"103",0000000.00
"1030",0000000.00
"1031",0000000.00
"1032",0000000.00
"1033",0000001.00
"1034",0000000.00
"1035",0000000.00
"1036",0000000.00
"1037",0000003.00
"1038",0000000.00
"1039",0000000.00
"104",0000000.00
"1040",0000023.00
"1041",0000000.00
"1042",0000001.00
"1043",0000000.00
"1044",0000000.00
"1045",0000000.00
"1046",0000003.00
"1047",0000000.00
"1048",0000004.00
"1049",0000004.00
"105",0000000.00
"1050",0000000.00
"1051",0000000.00
"1052",0000000.00
"1053",0000000.00
"1054",0000000.00
"1055",0000008.00
"1056",0000004.00
"1057",0000000.00
"1058",0000000.00
"1059",0000000.00
"106",0000000.00
"1060",0000000.00
